"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,166.63954434499
177.24,307.661971830984
177.47,113.854367361346
177.69,139.997209821427
177.91,280.282658780646
178.13,-44.3299228552369
178.35,-627.277771612475
178.57,-453.906836964685
178.79,11089.0243902356
179.01,85.8334520152181
179.23,136.06964178507
179.46,250.005548773707
179.68,51.318706029747
179.9,35.4170905391662
180.12,-359.985351562497
180.34,439.990234374949
180.56,40.1413293903238
180.78,71.0936903944453
181,22.4514200298945
181.22,123.632812499998
181.44,94.5185779739804
181.66,241.942978656373
181.89,23.0769230769241
182.11,814.300662713584
182.33,105.883479343196
182.55,227.732299296281
182.77,377.756679777563
182.99,2.12806482892414
183.21,20.0000000000005
183.43,76.1545251375664
183.65,137.500000000001
183.87,283.279088690024
184.09,60.6910137899682
184.31,177.504806665243
184.53,799.837266070127
184.76,71.8390885237624
184.98,123.531523768491
185.2,47.32840076784
185.42,40.1861908456169
185.64,-99.8780487805184
185.86,47.2801936808557
186.08,72.4195992591324
186.3,-6.15257484130403
186.52,-19.8710424589574
186.74,316.290029525322
186.96,21478.7804878125
187.18,990.535984187871
187.4,-25.5791505791517
187.62,58.5351329892814
187.84,400.000000000004
188.06,-9090.97560975925
188.28,-110.346859740698
188.51,2481.55792276947
188.73,16.1084712436501
188.95,-650.053410651576
189.17,4400.976800977
189.39,150.59026281775
189.61,142.028165027246
189.83,-29.4088924632356
190.05,57.5756454834652
190.27,18.5930388055304
190.49,136.36251541307
190.71,-88.2378285221892
190.93,226.309026662389
191.15,65.1500018495907
191.37,-127.145896550521
191.59,95.3443479248274
191.81,-9.34605028978242
192.03,10.7684795673068
192.25,58.5927367055774
192.47,-299.918633034934
192.69,53.8497652582167
192.91,-104.546295268747
193.13,213.560374079285
193.35,111.001245147586
193.57,-230.020754486623
193.79,22.6996989350385
194.01,94.5941933355328
194.23,104.673025144891
194.45,-5.68186547184727
194.67,102.417798779287
194.89,198.29305955511
195.11,173.673390723371
195.33,-60.5259776416665
195.55,111.81640625
195.77,-81.0799516111298
195.99,30.3033292231811
196.21,353.561775220159
196.43,94.5892444737729
196.65,-181.180525635502
196.87,35.5263580584024
197.09,132.391169795748
197.31,220.828035196581
197.53,-325.531141239419
197.75,197.439589332671
