"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,322.216194222161
177.24,-263.148088660456
177.47,44.3789546675908
177.69,-55.8810857389038
177.91,199.999999999999
178.13,-58.1809303977265
178.35,-41.668362156659
178.57,616.620893093296
178.79,-562.081158444198
179.01,-1356.98343504803
179.23,35.1369185087419
179.46,17.4987792968734
179.68,260.787974532047
179.9,-585.751656784103
180.12,33.9812268891636
180.34,-292.850292091724
180.56,96.2018666172204
180.78,123.077356470787
181,450.034879665158
181.22,229.996744791666
181.44,98.7642041173093
181.66,125.504268462534
181.89,49.2179751277946
182.11,-250.007630093096
182.33,167.678611063159
182.55,202.502517777034
182.77,106.521123770434
182.99,30.8738468596898
183.21,437.507629704989
183.43,-1050.24420024425
183.65,31.0350633497497
183.87,-318.518853422545
184.09,115.095469516549
184.31,344.492674986418
184.53,18.3349609375013
184.76,-87.503814464443
184.98,317.848112302738
185.2,86.3012324208625
185.42,51.6556719699915
185.64,43.2464533157387
185.86,49.6728793004405
186.08,-40.0006103701891
186.3,111.628105039035
186.52,63.8668909769799
186.74,431.250476844434
186.96,-434.284319196435
187.18,-96.428509146714
187.4,-138.889830795835
187.62,-1208.94363071452
187.84,338.885121388847
188.06,-341.189142610951
188.28,97.2946222368864
188.51,212.871957262683
188.73,116.798828124999
188.95,-106.897059752067
189.17,-699.268292682446
189.39,119.997829861109
189.61,427.254568321364
189.83,75.6103370251278
190.05,236.613712949593
190.27,51.5141800246604
190.49,143.219812960358
190.71,52.3803987676567
190.93,711.177428106406
191.15,22.9886347691875
191.37,254.162286799364
191.59,-205.242194526531
191.81,-38.8891400669139
192.03,4395.60975609911
192.25,240.47259198977
192.47,30.3570650041402
192.69,1898.29268292537
192.91,239.063096055544
193.13,86.7364225211768
193.35,1916.31407648488
193.57,-17.4993133335364
193.79,8.02513789673544
194.01,16.319523918517
194.23,74.156471169145
194.45,28.1695952683882
194.67,42.9320107882862
194.89,234.779608842183
195.11,117.778862847223
195.33,126.965490755474
195.55,58.3328489216992
195.77,30.9539033889441
195.99,112.496185535543
196.21,262.157703728139
196.43,-77.2759220212348
196.65,254.875398219549
196.87,84.7077409162715
197.09,712.450411962148
197.31,126.783651226159
197.53,737.667887667813
197.75,6.56877071675544
