"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,-57.8825645637904
177.24,68.1722339363007
177.47,91.9995117187499
177.69,78.8487722428299
177.91,113.067180845898
178.13,-546.131455399056
178.35,-300.014797277297
178.57,349.974570237016
178.79,282.694023193576
179.01,92.3680483077385
179.23,469.995117187499
179.46,9.52214858737297
179.68,-328.589698872217
179.9,88.7851960023731
180.12,82.8543526785738
180.34,342.838874680312
180.56,58.2783598499549
180.78,99.1678704400722
181,-7192.92682927084
181.22,29.4648501362394
181.44,276.305814327015
181.66,77.9649093768094
181.89,-71.8776226443873
182.11,35.1548790722516
182.33,79.695129507994
182.55,472.554933218448
182.77,67.2123273964392
182.99,2.72777716124745
183.21,98.0202088570877
183.43,-102.634284245697
183.65,672.195849721956
183.87,-248.644011877264
184.09,492.841572935737
184.31,-4832.46541903882
184.53,28.5664457621174
184.76,-9.99947683239443
184.98,-144.830779592522
185.2,78.9859174863771
185.42,-5.3764569988443
185.64,0
185.86,173.687704795152
186.08,-2.43851604835334
186.3,-24.999364207422
186.52,63.235558108641
186.74,-239.013933547697
186.96,-119.67380428257
187.18,-659.993489583353
187.4,-42.8571428571406
187.62,51.5923864025125
187.84,-159.997558593755
188.06,-163.996582031249
188.28,-233.344959888396
188.51,170.859674368218
188.73,-6.7779777791577
188.95,-478.376773342125
189.17,-933.143477081554
189.39,25.8926625103546
189.61,101.306887087509
189.83,4.95056684957284
190.05,199.951171874968
190.27,57.4463664225234
190.49,227.496337890626
190.71,-26.7864149627251
190.93,431.598560781307
191.15,-28.5709756174892
191.37,-539.412548091149
191.59,220.446096654275
191.81,-83.9644370738897
192.03,13.0133779264216
192.25,48.470633389128
192.47,-66.263678079774
192.69,276.920187793415
192.91,-173.078548288652
193.13,688.487181895021
193.35,121.50582799538
193.57,35.7147009242588
193.79,35.7140781072883
194.01,87.2509921406895
194.23,5808.31295844013
194.45,77.3307291666656
194.67,24.0434388174394
194.89,1226.35569262398
195.11,-150.003814755475
195.33,-22.6660156249993
195.55,72.5772789919278
195.77,-33.3322899712039
195.99,59.3728542000415
196.21,122.219509548611
196.43,141.174780985207
196.65,-254.557561408699
196.87,50
197.09,275.711495535713
197.31,74.7813349184784
197.53,-900.203500203394
197.75,93.2177439377651
