"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,699.933422103848
177.24,345.482796892353
177.47,122.351792279411
177.69,16.2124711316392
177.91,1754.37194851297
178.13,-308.886718749997
178.35,-246.87571526665
178.57,229.547220064367
178.79,618.706133658829
179.01,270.368026042134
179.23,675.996093749982
179.46,-8.82162860835793
179.68,130.556560267655
179.9,342.845932513734
180.12,24.4439019097233
180.34,-31.2504768444344
180.56,29.4126095073969
180.78,148.35135352668
181,74.1986295975442
181.22,94.96258826009
181.44,142.855007473839
181.66,310.018718971276
181.89,129.996744791666
182.11,-442.90198814088
182.33,132.775281590447
182.55,-573.621996659359
182.77,-172.722228387525
182.99,0.758332408538282
183.21,-42.9761904761905
183.43,-2125.45787545798
183.65,272.226241070617
183.87,81.5740443302309
184.09,125.677994061367
184.31,-23.8098006161717
184.53,29.0332742665881
184.76,-39.2391371531004
184.98,-90.9111086449899
185.2,-30.6683160259131
185.42,-31.5440200560385
185.64,145.460599334067
185.86,79.8818277690297
186.08,-800.054259359714
186.3,493.789104227076
186.52,300.040700040727
186.74,113.043755174829
186.96,-180.282658780646
187.18,-124.613131009615
187.4,-113.956393368161
187.62,50.3388141504729
187.84,-38.5707310267864
188.06,350.022890279266
188.28,-40.9845907544542
188.51,441.449327140635
188.73,-49.1051771117167
188.95,-814.990234375001
189.17,-108.734504254662
189.39,-18.6265827329523
189.61,-324.992371071086
189.83,-62.6826513136333
190.05,-74.4636642252362
190.27,-19.7801804702242
190.49,126.759740036449
190.71,-244.44343973235
190.93,-83.9090781534998
191.15,214.300662713641
191.37,-75.4092455473294
191.59,102.38330523746
191.81,-107.145659850897
192.03,-85.2936952463004
192.25,48.7151397539845
192.47,-96.7220332199321
192.69,-180.760563380278
192.91,135.996093750002
193.13,-83.1568667763166
193.35,58.7300664612761
193.57,-281.592135697757
193.79,3.48899929027692
194.01,35.6900945334976
194.23,375.86293988888
194.45,3.79813338277955
194.67,141.024142895895
194.89,381.481146577442
195.11,-163.892845032217
195.33,-14.2870731475313
195.55,49.9982048612354
195.77,-46.1531238262182
195.99,-11.5374984349572
196.21,23.8098006161717
196.43,-47.0000854502619
196.65,470.948180815864
196.87,Inf
197.09,75.1379203366737
197.31,-264.706304753701
