"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,1932.99430431257
177.24,18.70934207003
177.47,-5794.39024389808
177.69,-12.8719572626841
177.91,150
178.13,-245.455554322495
178.35,-110.510086085054
178.57,245.100292019722
178.79,-4.34690303062446
179.01,-276.461295418634
179.23,131.424386160715
179.46,4.92933530483773
179.68,10.1443634562316
179.9,536.426193118748
180.12,-67.1634720501422
180.34,-104.549994451227
180.56,113.581698164391
180.78,90.4738653273815
181,12.6313895813522
181.22,81.94364382354
181.44,100.885835277849
181.66,-16.6674202007416
181.89,-5332.38405207565
182.11,4050.91575091596
182.33,79.6279132852586
182.55,-44.7679205110008
182.77,-36.5588575028875
182.99,-1.24971389333938
183.21,-476.032815704657
183.43,27.210974738835
183.65,30.251118132206
183.87,-26.7951638338885
184.09,168.29130318278
184.31,105.358154946158
184.53,121.350780457027
184.76,32.5578424414484
184.98,8.33410398209687
185.2,72.0019531249988
185.42,4.76079753531338
185.64,12.1199118121418
185.86,138.980385665814
186.08,86.4290323143188
186.3,49.0210158456607
186.52,112.820833855016
186.74,52.5642831431836
186.96,-39.3246097714867
187.18,11.1131205353128
187.4,1133.28360233283
187.62,232.13880896329
187.84,71.3591542618757
188.06,50
188.28,-640.916657418715
188.51,315.381003802995
188.73,-900.034879665083
188.95,Inf
189.17,-41.9390407182781
189.39,-22.8199246272319
189.61,687.822306913611
189.83,-24.5301271420665
190.05,50.5107125062283
190.27,87.2107877927618
190.49,76.3820390136182
190.71,-20.4085700049829
190.93,108.130210400953
191.15,32.2587419930694
191.37,89.6904102693179
191.59,17.0355902777778
191.81,-258.825219014793
192.03,63.2056567703896
192.25,97.9878418456798
192.47,-2.29830223095262
192.69,36.3629637850034
192.91,170.313572899978
193.13,835.300876059144
193.35,72.8580646286378
193.57,-300.122100122125
193.79,102.727777161248
194.01,136.839850944447
194.23,7.97585525133277
194.45,73.1718936085738
194.67,86.1849079636351
194.89,-14.1963680204959
195.11,187.505340902152
195.33,250.006425083529
195.55,84.906833728724
195.77,-116.663275686673
195.99,-37.4409886142735
196.21,-4106.11246944113
196.43,-125.28693700014
196.65,22.4599838107423
196.87,-414.252499418725
197.09,15.3856988591016
197.31,154.550066586341
197.53,69.6693048227347
197.75,78.1261921110859
