"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,-264.527053634716
177.24,60.4405333619506
177.47,-132.691675665525
177.69,-75.7620597810016
177.91,-233.312989522934
178.13,57.5740761291741
178.35,23.2757350619825
178.57,380.967329380298
178.79,96.3644434579959
179.01,16.6700576466606
179.23,65.0024414062533
179.46,9.91707189120467
179.68,31.8203676987393
179.9,-431.217577052179
180.12,-135.996093750002
180.34,146.480519927099
180.56,-287.507629704989
180.78,212.188876979874
181,-15.4771766142043
181.22,-983.557183557238
181.44,247.063047536985
181.66,-651.992187499982
181.89,109.458924447376
182.11,-37.8796286020783
182.33,100.713239397322
182.55,19.2496819229049
182.77,0
182.99,196.548385738943
183.21,659.985351562497
183.43,166.662145666621
183.65,-17.6475657044384
183.87,18.8670336504133
184.09,277.191930440741
184.31,17.6456508210073
184.53,84.547774941737
184.76,8.18111197425405
184.98,15.9576125915537
185.2,81.6174490620235
185.42,13.1585710614225
185.64,55.4041570438804
185.86,79.0665985351733
186.08,158.728928502228
186.3,37.1427907084896
186.52,10.9108664772732
186.74,145.947432090619
186.96,-189.990234374998
187.18,368.18333148374
187.4,-2750.67155067169
187.62,162.861427923687
187.84,153.981937602629
188.06,18.1045187632865
188.28,1243.65273115653
188.51,1115.97656249997
188.73,-323.533917372776
188.95,125.757407612918
189.17,127.906316536551
189.39,-284.374761577781
189.61,105.08565753538
189.83,56.2517166661591
190.05,125.003814813685
190.27,-88.573820236475
190.49,54.2063111780403
190.71,-137.473298748857
190.93,172.618147997443
191.15,179.996744791667
191.37,45.2986102416428
191.59,104.254324450678
191.81,136.854279105629
192.03,33.7198904202928
192.25,129.16642446085
192.47,50.0000000000019
192.69,7.6918949373546
192.91,2236.12960497122
193.13,148.112490499114
193.35,94.116661480648
193.57,-52.6342842456942
193.79,415.400507089875
194.01,113.724707984937
194.23,15.556037815183
194.45,60.9777883641976
194.67,169.232420250583
194.89,-49.4104637302348
195.11,176.543991319287
195.33,600.026159748872
195.55,81.5388660394007
195.77,-6.24856946669689
195.99,40.0015419804169
196.21,-39.1302809426089
196.43,-333.369506239813
196.65,-14.756854112467
196.87,-127.57807896287
197.09,1269800.00031873
197.31,441.387438962785
197.53,1.50341434760254
197.75,3.92225697325529
