"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,-90.0043947458371
177.24,7.89642765355838
177.47,-33.3357993637624
177.69,-49.2094248953644
177.91,200.022197558283
178.13,147.472256473488
178.35,-77.9649093768113
178.57,3.66894389069307
178.79,114.546988058774
179.01,-158.415721917377
179.23,-178.126192111084
179.46,68.2535991784378
179.68,-1277.91644058611
179.9,-630.004882812495
180.12,-4.10702341137144
180.34,-920.968778106141
180.56,164.300662713645
180.78,97.4032150670599
181,-17.6145821773387
181.22,-478.290870488317
181.44,69.4443973482994
181.66,179.591429995019
181.89,-854.980468749999
182.11,-46.5110997558626
182.33,70.7556947739372
182.55,61.8199977804892
182.77,3.45175955547945
182.99,45.8330154370438
183.21,124.996478707921
183.43,108.287359887775
183.65,-54.1656776643727
183.87,-104.616222510189
184.09,1399.75589910493
184.31,150.494331504268
184.53,97.745796313973
184.76,85.7125062282021
184.98,40.7405732887245
185.2,19.8527959788174
185.42,-68.5686383928577
185.64,344.418825444183
185.86,13.9223685023801
186.08,64.5166371332941
186.3,-33.5523145619843
186.52,289.998372395835
186.74,60.8697190573911
186.96,25.0000000000009
187.18,-23.2555498779313
187.4,216.670057646664
187.62,-71.9278708185199
187.84,241.671268710945
188.06,12.1953156014296
188.28,-28.1223773556127
188.51,616.21247113163
188.73,-224.989827749895
188.95,57.9980468750007
189.17,130.436628688698
189.39,-104.544193530486
189.61,214.120350423668
189.83,32.97750766194
190.05,37.2564507635597
190.27,67.8576099751497
190.49,107.6430248651
190.71,317.650438029596
190.93,109.300212916962
191.15,4795.12195122129
191.37,54.8570711086927
191.59,-28.6778565658378
191.81,-118.967839703651
192.03,62.337106439646
192.25,68.7506935967156
192.47,81.2504768444344
192.69,77.0273837017494
192.91,1913.70292887034
193.13,93.1971433316725
193.35,117.699420966208
193.57,67.9624537783262
193.79,358.977087767631
194.01,79.1133568205696
194.23,88.7539292580939
194.45,48.0013020833318
194.67,246.480519927099
194.89,26.4045097931643
195.11,136.558857502887
195.33,-2866.15134255535
195.55,23.8652757740546
195.77,-10.3162300418541
195.99,-39.998972013055
196.21,-18.3987968515011
196.43,16.9227013221155
196.65,16.0187731108373
196.87,405.281418658455
197.09,123.528003829584
197.31,946.81751587172
