"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,-5151.28205128088
177.24,11.4595254444187
177.47,-524.9618553555
177.69,-14.0363651939264
177.91,-28.8915414247731
178.13,107.25733412089
178.35,142.431192660548
178.57,96.0792761740631
178.79,99.1084274316604
179.01,-126.080033966663
179.23,-59.5245015404278
179.46,-22.6414225170442
179.68,148.272088226629
179.9,71.2876791800621
180.12,-63.5224568138198
180.34,-310.517185994225
180.56,-234.325693255109
180.78,131.125806399456
181,-16.7958848963773
181.22,-216.663275686673
181.44,-12.9622931548963
181.66,245.826763643766
181.89,-806.179432407735
182.11,400.091575091594
182.33,31.7464008215622
182.55,219.996995192304
182.77,59.458924447377
182.99,51.8506239074086
183.21,150.000000000001
183.43,-5001.22100122125
183.65,-42.1054322336083
183.87,-10.1128835365604
184.09,238.804066610793
184.31,15.3436761267489
184.53,123.531523768489
184.76,-58.8252190147911
184.98,46.4561025779043
185.2,125.785400608052
185.42,55.055686618752
185.64,81.2890828043538
185.86,60.562556952014
186.08,68.0013281509406
186.3,9.87581758447102
186.52,726.342842456984
186.74,69.1164327002483
186.96,19.1189142610938
187.18,-200
187.4,500
187.62,171.433554237888
187.84,35.3543200286072
188.06,14.9737577355929
188.28,-360.891719745221
188.51,435.130320026388
188.73,-1269.16431924886
188.95,-800.020345879963
189.17,328.551499651229
189.39,50
189.61,497.962132536132
189.83,60
190.05,105.481605351171
190.27,19.2318527561297
190.49,78.6584095036767
190.71,-17.3908428278251
190.93,92.7922577807103
191.15,230.509807167094
191.37,125.780117494468
191.59,40.7677283653847
191.81,-329.046231393239
192.03,109.996202256946
192.25,49.112263619422
192.47,-71.1100260416664
192.69,35.2513436610814
192.91,-560.902335456471
193.13,153.333178319808
193.35,50.8381412223627
193.57,-68.5384319964887
193.79,149.630165476083
194.01,81.5000183107702
194.23,500.028171659295
194.45,147.779616417544
194.67,110.938811322194
194.89,88.8872144191937
195.11,48.7997812457276
195.33,99.9999999999977
195.55,538.944655453047
195.77,-409.687327715205
195.99,69.9991861979165
196.21,43.966914318186
196.43,-107.836285303972
196.65,490.96559378467
196.87,-1200.06975933023
197.09,21.8172940340907
197.31,175.311209572896
197.53,116.85411751797
197.75,85.3925495144559
197.97,-26.9237992394011
