"wl","cor"
176.36,NA
176.58,NA
176.8,NA
177.02,-72.9426971133137
177.24,-57.8927079987147
177.47,154.170905391661
177.69,2.62785916216973
177.91,11.1156324177697
178.13,-53.9990234375009
178.35,256.75354668426
178.57,73.4939404635841
178.79,19.6262535224122
179.01,383.336724313327
179.23,-62.1937058981144
179.46,112.496185535558
179.68,-5.26856849139457
179.9,145.784798211554
180.12,-300.027129679863
180.34,950.223850223711
180.56,314.278738839292
180.78,224.997456851242
181,4.02278690594753
181.22,-181.260491378
181.44,3.75945370438399
181.66,233.324291333255
181.89,-228.122377355613
182.11,-26.093418259024
182.33,74.481411637931
182.55,-24.0014323382924
182.77,-65.7907417520642
182.99,-243.186105870596
183.21,104.051468162323
183.43,52.8735793461481
183.65,-363.684794672578
183.87,37.7473806752038
184.09,349.98938541556
184.31,214.031781385192
184.53,97.0377068451037
184.76,2.22081562528269
184.98,-40.9505208333322
185.2,-266.648582666488
185.42,357.167771189422
185.64,30.1706901269128
185.86,130.146306435688
186.08,55.5561035758319
186.3,2.60917563637096
186.52,20.0012207031252
186.74,153.16459608134
186.96,-3404.88997554923
187.18,-69.3921275535642
187.4,-388.245009335059
187.62,-220.458328709355
187.84,106.011606964179
188.06,33.7427356060155
188.28,-143.753814852494
188.51,223.752555925167
188.73,-144.703584558823
188.95,286.959290908129
189.17,218.171225656104
189.39,-42.3080534602016
189.61,378.126192111088
189.83,-10.6807623020761
190.05,400.122100122125
190.27,-12.9983642178754
190.49,44.8277313577337
190.71,33.3294582655153
190.93,137.929002385296
191.15,347.206021972058
191.37,106.922455725205
191.59,-1.04269982960722
191.81,-488.931090613109
192.03,151.80162955555
192.25,120.14038419152
192.47,18.7495231555656
192.69,3.12809948882166
192.91,-888.075007324934
193.13,100.860817039547
193.35,14.8159869789302
193.57,599.999999999933
193.79,115.606830369744
194.01,622.226241070609
194.23,94.9494451294692
194.45,21.4829550592276
194.67,265.670662828406
194.89,-28.4665419228374
195.11,28.5719268262908
195.33,-2.22439236111276
195.55,54.4910967515571
195.77,-15.3039362232189
195.99,15.7236084452979
196.21,-1133.11635476013
196.43,-181.82221728998
196.65,19.3799916726602
196.87,-110.906427556818
197.09,-94.8669796557138
197.31,297.378565921352
197.53,94.0133329434815
