Thetas,B2_hollow_5layers_80nm,B2_hollow_10layers_100nm,B2_full_10layers_80nm,B2_hollow_10layers_70-80-60-80nm
44.7236180905,0.1584576651,0.1574507496,0.0800050622,0.1281566086
44.7795226131,0.1583963275,0.1573886259,0.0800381819,0.1281538641
44.8354271357,0.1583353471,0.1573268882,0.080071439,0.1281517054
44.8913316583,0.1582747255,0.1572655384,0.0801048353,0.1281501342
44.9472361809,0.1582144645,0.1572045783,0.0801383726,0.1281491519
45.0031407035,0.1581545659,0.1571440097,0.0801720524,0.12814876
45.0590452261,0.1580950315,0.1570838346,0.0802058766,0.1281489601
45.1149497487,0.1580358631,0.157024055,0.080239847,0.1281497537
45.1708542714,0.1579770626,0.156964673,0.0802739655,0.1281511424
45.226758794,0.1579186319,0.1569056906,0.0803082339,0.1281531277
45.2826633166,0.1578605729,0.1568471101,0.0803426542,0.1281557113
45.3385678392,0.1578028876,0.1567889336,0.0803772284,0.1281588947
45.3944723618,0.1577455779,0.1567311635,0.0804119584,0.1281626795
45.4503768844,0.1576886457,0.1566738022,0.0804468463,0.1281670674
45.506281407,0.1576320932,0.1566168519,0.0804818942,0.12817206
45.5621859296,0.1575759224,0.1565603154,0.0805171042,0.1281776591
45.6180904523,0.1575201354,0.156504195,0.0805524786,0.1281838663
45.6739949749,0.1574647342,0.1564484935,0.0805880195,0.1281906835
45.7298994975,0.1574097211,0.1563932135,0.0806237292,0.1281981123
45.7858040201,0.1573550982,0.1563383579,0.08065961,0.1282061546
45.8417085427,0.1573008677,0.1562839295,0.0806956643,0.1282148122
45.8976130653,0.1572470319,0.1562299312,0.0807318945,0.128224087
45.9535175879,0.157193593,0.156176366,0.0807683029,0.1282339808
46.0094221106,0.1571405534,0.156123237,0.0808048921,0.1282444957
46.0653266332,0.1570879153,0.1560705474,0.0808416646,0.1282556336
46.1212311558,0.1570356812,0.1560183005,0.0808786229,0.1282673965
46.1771356784,0.1569838535,0.1559664995,0.0809157698,0.1282797865
46.233040201,0.1569324346,0.1559151478,0.0809531078,0.1282928057
46.2889447236,0.156881427,0.1558642491,0.0809906398,0.1283064563
46.3448492462,0.1568308332,0.1558138067,0.0810283683,0.1283207404
46.4007537688,0.1567806558,0.1557638246,0.0810662963,0.1283356602
46.4566582915,0.1567308973,0.1557143063,0.0811044266,0.1283512182
46.5125628141,0.1566815605,0.1556652557,0.0811427621,0.1283674167
46.5684673367,0.156632648,0.1556166768,0.0811813057,0.1283842579
46.6243718593,0.1565841624,0.1555685736,0.0812200605,0.1284017445
46.6802763819,0.1565361066,0.1555209503,0.0812590295,0.128419879
46.7361809045,0.1564884832,0.155473811,0.0812982158,0.1284386638
46.7920854271,0.1564412953,0.1554271601,0.0813376225,0.1284581016
46.8479899497,0.1563945456,0.155381002,0.0813772529,0.1284781952
46.9038944724,0.1563482371,0.1553353412,0.0814171102,0.1284989473
46.959798995,0.1563023726,0.1552901823,0.0814571977,0.1285203607
47.0157035176,0.1562569553,0.15524553,0.0814975187,0.1285424383
47.0716080402,0.1562119882,0.1552013891,0.0815380766,0.1285651831
47.1275125628,0.1561674744,0.1551577646,0.0815788749,0.128588598
47.1834170854,0.1561234169,0.1551146613,0.0816199171,0.1286126863
47.239321608,0.1560798191,0.1550720845,0.0816612068,0.1286374509
47.2952261307,0.1560366841,0.1550300394,0.0817027475,0.1286628952
47.3511306533,0.1559940153,0.1549885312,0.0817445429,0.1286890225
47.4070351759,0.155951816,0.1549475654,0.0817865968,0.1287158362
47.4629396985,0.1559100895,0.1549071475,0.0818289129,0.1287433397
47.5188442211,0.1558688393,0.1548672831,0.0818714949,0.1287715366
47.5747487437,0.1558280688,0.1548279779,0.0819143469,0.1288004304
47.6306532663,0.1557877818,0.1547892379,0.0819574726,0.1288300249
47.6865577889,0.1557479816,0.1547510688,0.0820008762,0.1288603239
47.7424623116,0.155708672,0.1547134768,0.0820445615,0.1288913311
47.7983668342,0.1556698567,0.154676468,0.0820885328,0.1289230506
47.8542713568,0.1556315394,0.1546400486,0.0821327941,0.1289554864
47.9101758794,0.155593724,0.1546042251,0.0821773497,0.1289886425
47.966080402,0.1555564144,0.1545690038,0.0822222037,0.1290225231
48.0219849246,0.1555196144,0.1545343913,0.0822673606,0.1290571326
48.0778894472,0.1554833281,0.1545003943,0.0823128246,0.1290924752
48.1337939698,0.1554475594,0.1544670196,0.0823586001,0.1291285554
48.1896984925,0.1554123127,0.1544342739,0.0824046918,0.1291653778
48.2456030151,0.1553775919,0.1544021643,0.0824511039,0.129202947
48.3015075377,0.1553434014,0.1543706978,0.0824978413,0.1292412675
48.3574120603,0.1553097454,0.1543398817,0.0825449084,0.1292803444
48.4133165829,0.1552766284,0.154309723,0.0825923099,0.1293201823
48.4692211055,0.1552440547,0.1542802293,0.0826400507,0.1293607864
48.5251256281,0.1552120289,0.1542514079,0.0826881355,0.1294021615
48.5810301508,0.1551805556,0.1542232664,0.0827365691,0.129444313
48.6369346734,0.1551496393,0.1541958124,0.0827853565,0.1294872459
48.692839196,0.1551192848,0.1541690536,0.0828345027,0.1295309656
48.7487437186,0.1550894969,0.1541429979,0.0828840125,0.1295754775
48.8046482412,0.1550602804,0.1541176531,0.0829338913,0.1296207871
48.8605527638,0.1550316402,0.1540930271,0.0829841439,0.1296669
48.9164572864,0.1550035814,0.1540691282,0.0830347757,0.1297138217
48.972361809,0.154976109,0.1540459643,0.0830857918,0.1297615581
49.0282663317,0.1549492282,0.1540235437,0.0831371976,0.129810115
49.0841708543,0.1549229442,0.1540018747,0.0831889984,0.1298594982
49.1400753769,0.1548972624,0.1539809656,0.0832411996,0.1299097138
49.1959798995,0.154872188,0.1539608248,0.0832938066,0.1299607678
49.2518844221,0.1548477265,0.1539414608,0.083346825,0.1300126663
49.3077889447,0.1548238835,0.1539228823,0.0834002603,0.1300654157
49.3636934673,0.1548006647,0.1539050976,0.0834541181,0.1301190221
49.4195979899,0.1547780757,0.1538881156,0.083508404,0.1301734919
49.4755025126,0.1547561223,0.1538719449,0.0835631239,0.1302288317
49.5314070352,0.1547348104,0.1538565944,0.0836182834,0.1302850479
49.5873115578,0.154714146,0.1538420727,0.0836738883,0.1303421471
49.6432160804,0.154694135,0.1538283887,0.0837299446,0.1304001359
49.699120603,0.1546747837,0.1538155513,0.0837864581,0.1304590212
49.7550251256,0.1546560982,0.1538035694,0.0838434348,0.1305188096
49.8109296482,0.1546380849,0.1537924521,0.0839008808,0.1305795081
49.8668341709,0.1546207501,0.1537822081,0.083958802,0.1306411236
49.9227386935,0.1546041004,0.1537728465,0.0840172046,0.130703663
49.9786432161,0.1545881423,0.1537643764,0.0840760948,0.1307671334
50.0345477387,0.1545728825,0.1537568067,0.0841354788,0.1308315418
50.0904522613,0.1545583278,0.1537501465,0.0841953628,0.1308968954
50.1463567839,0.1545444849,0.1537444048,0.0842557531,0.1309632015
50.2022613065,0.154531361,0.1537395907,0.0843166561,0.1310304671
50.2581658291,0.1545189629,0.1537357131,0.0843780781,0.1310986996
50.3140703518,0.1545072978,0.1537327811,0.0844400256,0.1311679064
50.3699748744,0.154496373,0.1537308038,0.0845025052,0.1312380947
50.425879397,0.1544861957,0.1537297901,0.0845655232,0.1313092721
50.4817839196,0.1544767735,0.153729749,0.0846290862,0.1313814458
50.5376884422,0.1544681138,0.1537306894,0.084693201,0.1314546235
50.5935929648,0.1544602242,0.1537326203,0.084757874,0.1315288126
50.6494974874,0.1544531125,0.1537355506,0.0848231121,0.1316040206
50.7054020101,0.1544467864,0.1537394891,0.0848889219,0.1316802551
50.7613065327,0.1544412538,0.1537444447,0.0849553102,0.1317575236
50.8172110553,0.1544365228,0.1537504261,0.0850222837,0.1318358337
50.8731155779,0.1544326015,0.1537574421,0.0850898494,0.1319151931
50.9290201005,0.1544294979,0.1537655013,0.0851580142,0.1319956094
50.9849246231,0.1544272205,0.1537746123,0.0852267848,0.1320770902
51.0408291457,0.1544257776,0.1537847838,0.0852961683,0.1321596432
51.0967336683,0.1544251777,0.1537960241,0.0853661716,0.1322432759
51.152638191,0.1544254294,0.1538083418,0.0854368018,0.1323279962
51.2085427136,0.1544265412,0.1538217452,0.0855080659,0.1324138115
51.2644472362,0.1544285221,0.1538362426,0.085579971,0.1325007297
51.3203517588,0.1544313809,0.1538518421,0.0856525241,0.1325887583
51.3762562814,0.1544351265,0.153868552,0.0857257325,0.1326779049
51.432160804,0.1544397679,0.1538863803,0.0857996032,0.1327681774
51.4880653266,0.1544453144,0.1539053349,0.0858741434,0.1328595832
51.5439698492,0.1544517752,0.1539254237,0.0859493604,0.1329521301
51.5998743719,0.1544591595,0.1539466545,0.0860252614,0.1330458256
51.6557788945,0.1544674768,0.153969035,0.0861018536,0.1331406774
51.7116834171,0.1544767366,0.1539925728,0.0861791444,0.133236693
51.7675879397,0.1544869486,0.1540172754,0.086257141,0.1333338801
51.8234924623,0.1544981223,0.1540431502,0.0863358508,0.1334322461
51.8793969849,0.1545102675,0.1540702045,0.086415281,0.1335317987
51.9353015075,0.1545233942,0.1540984455,0.0864954392,0.1336325454
51.9912060302,0.1545375122,0.1541278802,0.0865763326,0.1337344936
52.0471105528,0.1545526315,0.1541585158,0.0866579686,0.1338376509
52.1030150754,0.1545687623,0.1541903589,0.0867403547,0.1339420247
52.158919598,0.1545859147,0.1542234166,0.0868234982,0.1340476225
52.2148241206,0.1546040989,0.1542576953,0.0869074067,0.1341544517
52.2707286432,0.1546233254,0.1542932016,0.0869920876,0.1342625197
52.3266331658,0.1546436044,0.1543299421,0.0870775482,0.1343718338
52.3825376884,0.1546649465,0.1543679229,0.0871637962,0.1344824016
52.4384422111,0.1546873622,0.1544071504,0.087250839,0.1345942302
52.4943467337,0.1547108622,0.1544476307,0.0873386841,0.134707327
52.5502512563,0.154735457,0.1544893697,0.0874273389,0.1348216993
52.6061557789,0.1547611574,0.1545323733,0.087516811,0.1349373545
52.6620603015,0.1547879742,0.1545766473,0.0876071078,0.1350542997
52.7179648241,0.1548159183,0.1546221974,0.087698237,0.1351725422
52.7738693467,0.1548450006,0.1546690292,0.0877902059,0.1352920892
52.8297738693,0.154875232,0.154717148,0.0878830221,0.1354129481
52.885678392,0.1549066235,0.1547665591,0.0879766932,0.1355351259
52.9415829146,0.1549391863,0.1548172679,0.0880712266,0.1356586299
52.9974874372,0.1549729314,0.1548692795,0.0881666298,0.1357834672
53.0533919598,0.1550078699,0.1549225987,0.0882629104,0.1359096451
53.1092964824,0.1550440132,0.1549772306,0.0883600759,0.1360371707
53.165201005,0.1550813723,0.1550331799,0.0884581337,0.1361660513
53.2211055276,0.1551199587,0.1550904514,0.0885570914,0.1362962939
53.2770100503,0.1551597835,0.1551490496,0.0886569564,0.1364279058
53.3329145729,0.1552008581,0.155208979,0.0887577362,0.1365608941
53.3888190955,0.1552431938,0.1552702439,0.0888594383,0.1366952661
53.4447236181,0.1552868022,0.1553328488,0.0889620702,0.1368310289
53.5006281407,0.1553316944,0.1553967978,0.0890656392,0.1369681897
53.5565326633,0.1553778821,0.155462095,0.089170153,0.1371067559
53.6124371859,0.1554253766,0.1555287444,0.0892756188,0.1372467345
53.6683417085,0.1554741893,0.1555967499,0.0893820441,0.1373881329
53.7242462312,0.1555243318,0.1556661155,0.0894894363,0.1375309585
53.7801507538,0.1555758155,0.1557368447,0.0895978027,0.1376752184
53.8360552764,0.1556286518,0.1558089414,0.0897071509,0.1378209201
53.891959799,0.1556828524,0.1558824091,0.089817488,0.1379680709
53.9478643216,0.1557384286,0.1559572512,0.0899288215,0.1381166783
54.0037688442,0.1557953919,0.1560334713,0.0900411587,0.1382667498
54.0596733668,0.1558537538,0.1561110727,0.0901545069,0.1384182927
54.1155778894,0.1559135258,0.1561900587,0.0902688733,0.1385713148
54.1714824121,0.1559747193,0.1562704325,0.0903842653,0.1387258235
54.2273869347,0.1560373457,0.1563521973,0.09050069,0.1388818265
54.2832914573,0.1561014165,0.1564353561,0.0906181548,0.1390393316
54.3391959799,0.1561669431,0.156519912,0.0907366668,0.1391983465
54.3951005025,0.1562339368,0.156605868,0.0908562331,0.1393588791
54.4510050251,0.1563024091,0.1566932269,0.090976861,0.1395209371
54.5069095477,0.1563723712,0.1567819917,0.0910985576,0.1396845287
54.5628140704,0.1564438345,0.1568721651,0.09122133,0.1398496618
54.618718593,0.1565168103,0.1569637499,0.0913451853,0.1400163444
54.6746231156,0.1565913097,0.1570567489,0.0914701305,0.1401845849
54.7305276382,0.1566673441,0.1571511647,0.0915961728,0.1403543915
54.7864321608,0.1567449245,0.1572469999,0.091723319,0.1405257724
54.8423366834,0.1568240622,0.1573442573,0.0918515762,0.1406987361
54.898241206,0.1569047682,0.1574429392,0.0919809514,0.1408732912
54.9541457286,0.1569870536,0.1575430484,0.0921114515,0.1410494461
55.0100502513,0.1570709294,0.1576445873,0.0922430835,0.1412272096
55.0659547739,0.1571564067,0.1577475584,0.0923758541,0.1414065905
55.1218592965,0.1572434962,0.1578519643,0.0925097702,0.1415875976
55.1777638191,0.1573322091,0.1579578073,0.0926448388,0.1417702398
55.2336683417,0.1574225559,0.1580650899,0.0927810666,0.1419545262
55.2895728643,0.1575145477,0.1581738145,0.0929184603,0.142140466
55.3454773869,0.1576081951,0.1582839837,0.0930570267,0.1423280684
55.4013819095,0.1577035088,0.1583955998,0.0931967726,0.1425173427
55.4572864322,0.1578004995,0.1585086652,0.0933377047,0.1427082984
55.5131909548,0.1578991778,0.1586231825,0.0934798295,0.142900945
55.5690954774,0.1579995542,0.158739154,0.0936231538,0.1430952922
55.625,0.1581016393,0.1588565822,0.0937676841,0.1432913496
55.6809045226,0.1582054434,0.1589754697,0.0939134271,0.1434891272
55.7368090452,0.1583109771,0.1590958188,0.0940603894,0.1436886348
55.7927135678,0.1584182506,0.1592176321,0.0942085773,0.1438898824
55.8486180905,0.1585272742,0.1593409122,0.0943579975,0.1440928803
55.9045226131,0.1586380583,0.1594656617,0.0945086565,0.1442976386
55.9604271357,0.1587506129,0.1595918831,0.0946605606,0.1445041677
56.0163316583,0.1588649483,0.1597195791,0.0948137163,0.1447124779
56.0722361809,0.1589810746,0.1598487524,0.0949681301,0.1449225798
56.1281407035,0.1590990018,0.1599794059,0.0951238082,0.145134484
56.1840452261,0.1592187399,0.1601115422,0.095280757,0.1453482011
56.2399497487,0.159340299,0.1602451642,0.095438983,0.1455637419
56.2958542714,0.1594636889,0.160380275,0.0955984922,0.1457811174
56.351758794,0.1595889195,0.1605168774,0.0957592911,0.1460003383
56.4076633166,0.1597160006,0.1606549746,0.0959213859,0.1462214158
56.4635678392,0.1598449421,0.1607945696,0.0960847829,0.1464443609
56.5194723618,0.1599757537,0.1609356658,0.0962494881,0.1466691847
56.5753768844,0.1601084452,0.1610782664,0.0964155079,0.1468958987
56.631281407,0.1602430262,0.1612223748,0.0965828483,0.1471245139
56.6871859296,0.1603795064,0.1613679946,0.0967515155,0.1473550418
56.7430904523,0.1605178953,0.1615151293,0.0969215157,0.1475874938
56.7989949749,0.1606582027,0.1616637828,0.0970928549,0.1478218815
56.8548994975,0.160800438,0.1618139587,0.0972655392,0.1480582162
56.9108040201,0.1609446108,0.1619656611,0.0974395747,0.1482965096
56.9667085427,0.1610907307,0.1621188941,0.0976149674,0.1485367733
57.0226130653,0.161238807,0.1622736618,0.0977917233,0.1487790189
57.0785175879,0.1613888492,0.1624299686,0.0979698485,0.1490232581
57.1344221106,0.1615408669,0.162587819,0.0981493489,0.1492695026
57.1903266332,0.1616948695,0.1627472177,0.0983302306,0.1495177642
57.2462311558,0.1618508663,0.1629081694,0.0985124994,0.1497680546
57.3021356784,0.1620088667,0.1630706791,0.0986961613,0.1500203855
57.358040201,0.1621688803,0.1632347519,0.0988812223,0.1502747687
57.4139447236,0.1623309164,0.1634003931,0.0990676882,0.1505312159
57.4698492462,0.1624949843,0.1635676082,0.099255565,0.150789739
57.5257537688,0.1626610935,0.1637364029,0.0994448586,0.1510503495
57.5816582915,0.1628292534,0.163906783,0.0996355748,0.1513130594
57.6375628141,0.1629994733,0.1640787546,0.0998277195,0.1515778802
57.6934673367,0.1631717626,0.1642523239,0.1000212987,0.1518448236
57.7493718593,0.1633461309,0.1644274975,0.1002163181,0.1521139013
57.8052763819,0.1635225874,0.1646042819,0.1004127836,0.1523851248
57.8611809045,0.1637011416,0.1647826841,0.100610701,0.1526585057
57.9170854271,0.1638818029,0.1649627113,0.1008100762,0.1529340555
57.9729899497,0.1640645809,0.1651443709,0.1010109151,0.1532117856
58.0288944724,0.164249485,0.1653276704,0.1012132234,0.1534917074
58.084798995,0.1644365247,0.1655126178,0.101417007,0.1537738321
58.1407035176,0.1646257095,0.1656992211,0.1016222716,0.154058171
58.1966080402,0.164817049,0.1658874888,0.1018290232,0.1543447353
58.2525125628,0.1650105528,0.1660774295,0.1020372676,0.1546335359
58.3084170854,0.1652062304,0.1662690522,0.1022470105,0.1549245838
58.364321608,0.1654040916,0.166462366,0.1024582578,0.1552178898
58.4202261307,0.1656041461,0.1666573804,0.1026710153,0.1555134648
58.4761306533,0.1658064035,0.1668541054,0.1028852889,0.1558113192
58.5320351759,0.1660108735,0.1670525508,0.1031010844,0.1561114636
58.5879396985,0.1662175661,0.1672527271,0.1033184076,0.1564139085
58.6438442211,0.166426491,0.167454645,0.1035372644,0.156718664
58.6997487437,0.1666376581,0.1676583155,0.1037576606,0.1570257402
58.7556532663,0.1668510773,0.16786375,0.1039796021,0.1573351472
58.8115577889,0.1670667587,0.1680709599,0.1042030948,0.1576468948
58.8674623116,0.1672847122,0.1682799573,0.1044281445,0.1579609926
58.9233668342,0.167504948,0.1684907545,0.1046547572,0.1582774503
58.9792713568,0.167727476,0.1687033641,0.1048829387,0.158596277
59.0351758794,0.1679523066,0.168917799,0.1051126949,0.1589174822
59.091080402,0.1681794499,0.1691340726,0.1053440319,0.1592410747
59.1469849246,0.1684089163,0.1693521985,0.1055769554,0.1595670635
59.2028894472,0.168640716,0.1695721906,0.1058114716,0.1598954573
59.2587939698,0.1688748594,0.1697940633,0.1060475863,0.1602262645
59.3146984925,0.1691113571,0.1700178313,0.1062853056,0.1605594935
59.3706030151,0.1693502194,0.1702435096,0.1065246355,0.1608951524
59.4265075377,0.169591457,0.1704711135,0.1067655819,0.1612332492
59.4824120603,0.1698350805,0.1707006589,0.1070081511,0.1615737917
59.5383165829,0.1700811005,0.1709321618,0.1072523489,0.1619167873
59.5942211055,0.1703295279,0.1711656386,0.1074981816,0.1622622435
59.6501256281,0.1705803733,0.1714011063,0.1077456551,0.1626101674
59.7060301508,0.1708336476,0.1716385818,0.1079947758,0.162960566
59.7619346734,0.1710893617,0.1718780828,0.1082455497,0.163313446
59.817839196,0.1713475267,0.1721196272,0.1084979831,0.163668814
59.8737437186,0.1716081535,0.172363233,0.108752082,0.1640266763
59.9296482412,0.1718712531,0.1726089191,0.1090078529,0.164387039
59.9855527638,0.1721368368,0.1728567042,0.109265302,0.1647499081
60.0414572864,0.1724049156,0.1731066076,0.1095244355,0.1651152892
60.097361809,0.1726755009,0.173358649,0.1097852598,0.1654831879
60.1532663317,0.172948604,0.1736128483,0.1100477812,0.1658536094
60.2091708543,0.1732242361,0.1738692258,0.1103120063,0.1662265587
60.2650753769,0.1735024087,0.1741278022,0.1105779413,0.1666020408
60.3209798995,0.1737831332,0.1743885984,0.1108455927,0.1669800603
60.3768844221,0.1740664211,0.1746516357,0.111114967,0.1673606216
60.4327889447,0.1743522839,0.1749169357,0.1113860709,0.1677437289
60.4886934673,0.1746407332,0.1751845204,0.1116589107,0.1681293861
60.5445979899,0.1749317807,0.1754544119,0.1119334932,0.1685175972
60.6005025126,0.1752254379,0.1757266328,0.1122098249,0.1689083656
60.6564070352,0.1755217167,0.1760012059,0.1124879126,0.1693016947
60.7123115578,0.1758206287,0.1762781543,0.1127677629,0.1696975877
60.7682160804,0.1761221857,0.1765575014,0.1130493826,0.1700960475
60.824120603,0.1764263996,0.1768392709,0.1133327785,0.1704970769
60.8800251256,0.1767332821,0.1771234866,0.1136179575,0.1709006783
60.9359296482,0.1770428451,0.1774101727,0.1139049263,0.1713068543
60.9918341709,0.1773551006,0.1776993537,0.114193692,0.1717156068
61.0477386935,0.1776700604,0.1779910541,0.1144842615,0.1721269378
61.1036432161,0.1779877364,0.1782852989,0.1147766418,0.1725408491
61.1595477387,0.1783081407,0.1785821131,0.11507084,0.1729573423
61.2154522613,0.1786312851,0.178881522,0.1153668631,0.1733764187
61.2713567839,0.1789571817,0.179183551,0.1156647183,0.1737980795
61.3272613065,0.1792858425,0.1794882259,0.1159644128,0.1742223256
61.3831658291,0.1796172794,0.1797955723,0.1162659538,0.174649158
61.4390703518,0.1799515044,0.1801056162,0.1165693486,0.1750785773
61.4949748744,0.1802885296,0.1804183838,0.1168746046,0.1755105839
61.550879397,0.1806283669,0.1807339013,0.1171817291,0.1759451782
61.6067839196,0.1809710283,0.1810521949,0.1174907295,0.1763823602
61.6626884422,0.1813165258,0.1813732911,0.1178016135,0.1768221301
61.7185929648,0.1816648714,0.1816972165,0.1181143884,0.1772644875
61.7744974874,0.1820160771,0.1820239975,0.1184290619,0.1777094321
61.8304020101,0.1823701546,0.1823536609,0.1187456416,0.1781569636
61.8863065327,0.182727116,0.1826862333,0.1190641352,0.1786070811
61.9422110553,0.1830869732,0.1830217413,0.1193845505,0.179059784
61.9981155779,0.183449738,0.1833602117,0.1197068952,0.1795150714
62.0540201005,0.1838154221,0.1837016712,0.1200311772,0.1799729422
62.1099246231,0.1841840375,0.1840461463,0.1203574045,0.1804333951
62.1658291457,0.1845555959,0.1843936638,0.120685585,0.180896429
62.2217336683,0.1849301088,0.1847442501,0.1210157267,0.1813620424
62.277638191,0.1853075881,0.1850979318,0.1213478377,0.1818302338
62.3335427136,0.1856880453,0.1854547352,0.1216819261,0.1823010014
62.3894472362,0.186071492,0.1858146865,0.1220180002,0.1827743436
62.4453517588,0.1864579397,0.186177812,0.1223560682,0.1832502584
62.5012562814,0.1868473997,0.1865441375,0.1226961384,0.1837287439
62.557160804,0.1872398835,0.186913689,0.1230382192,0.1842097981
62.6130653266,0.1876354024,0.187286492,0.123382319,0.1846934188
62.6689698492,0.1880339677,0.187662572,0.1237284463,0.1851796037
62.7248743719,0.1884355904,0.1880419542,0.1240766097,0.1856683505
62.7807788945,0.1888402817,0.1884246637,0.1244268178,0.1861596569
62.8366834171,0.1892480526,0.188810725,0.1247790792,0.1866535203
62.8925879397,0.189658914,0.1892001628,0.1251334028,0.1871499383
62.9484924623,0.1900728768,0.1895930012,0.1254897972,0.1876489081
63.0043969849,0.1904899517,0.1899892641,0.1258482715,0.1881504273
63.0603015075,0.1909101493,0.1903889749,0.1262088344,0.1886544929
63.1162060302,0.1913334803,0.190792157,0.1265714951,0.1891611024
63.1721105528,0.191759955,0.1911988332,0.1269362625,0.1896702528
63.2280150754,0.192189584,0.191609026,0.1273031458,0.1901819413
63.283919598,0.1926223774,0.1920227575,0.1276721542,0.1906961649
63.3398241206,0.1930583453,0.1924400495,0.1280432969,0.1912129209
63.3957286432,0.1934974979,0.1928609231,0.1284165833,0.1917322062
63.4516331658,0.1939398451,0.1932853994,0.1287920227,0.1922540178
63.5075376884,0.1943853967,0.1937134986,0.1291696247,0.1927783528
63.5634422111,0.1948341624,0.1941452409,0.1295493986,0.193305208
63.6193467337,0.1952861518,0.1945806456,0.1299313541,0.1938345805
63.6752512563,0.1957413744,0.1950197318,0.130315501,0.1943664673
63.7311557789,0.1961998396,0.1954625181,0.1307018488,0.1949008652
63.7870603015,0.1966615564,0.1959090224,0.1310904074,0.1954377712
63.8429648241,0.1971265342,0.1963592623,0.1314811866,0.1959771823
63.8988693467,0.1975947817,0.1968132547,0.1318741965,0.1965190955
63.9547738693,0.1980663079,0.1972710161,0.1322694469,0.1970635076
64.010678392,0.1985411215,0.1977325625,0.132666948,0.1976104157
64.0665829146,0.199019231,0.198197909,0.1330667099,0.1981598168
64.1224874372,0.199500645,0.1986670706,0.1334687428,0.1987117079
64.1783919598,0.1999853716,0.1991400616,0.133873057,0.199266086
64.2342964824,0.2004734191,0.1996168954,0.1342796629,0.1998229483
64.290201005,0.2009647954,0.2000975853,0.1346885708,0.2003822918
64.3461055276,0.2014595086,0.2005821438,0.1350997914,0.2009441136
64.4020100503,0.2019575663,0.2010705827,0.1355133351,0.201508411
64.4579145729,0.2024589761,0.2015629135,0.1359292126,0.2020751811
64.5138190955,0.2029637456,0.2020591468,0.1363474346,0.2026444213
64.5697236181,0.203471882,0.2025592929,0.136768012,0.2032161287
64.6256281407,0.2039833925,0.2030633613,0.1371909555,0.2037903009
64.6815326633,0.2044982842,0.2035713611,0.1376162762,0.2043669352
64.7374371859,0.2050165639,0.2040833006,0.138043985,0.2049460291
64.7933417085,0.2055382385,0.2045991876,0.138474093,0.2055275801
64.8492462312,0.2060633144,0.2051190294,0.1389066114,0.2061115859
64.9051507538,0.2065917983,0.2056428327,0.1393415514,0.206698044
64.9610552764,0.2071236964,0.2061706035,0.1397789244,0.2072869522
65.016959799,0.2076590148,0.2067023473,0.1402187417,0.2078783084
65.0728643216,0.2081977597,0.2072380691,0.1406610148,0.2084721104
65.1287688442,0.2087399369,0.2077777733,0.1411057552,0.2090683561
65.1846733668,0.2092855522,0.2083214637,0.1415529746,0.2096670436
65.2405778894,0.2098346111,0.2088691435,0.1420026847,0.210268171
65.2964824121,0.2103871192,0.2094208156,0.1424548972,0.2108717365
65.3523869347,0.2109430817,0.2099764821,0.142909624,0.2114777384
65.4082914573,0.2115025039,0.2105361448,0.143366877,0.212086175
65.4641959799,0.2120653909,0.2110998047,0.1438266683,0.2126970449
65.5201005025,0.2126317474,0.2116674627,0.1442890098,0.2133103466
65.5760050251,0.2132015784,0.2122391188,0.1447539139,0.2139260787
65.6319095477,0.2137748884,0.2128147728,0.1452213926,0.21454424
65.6878140704,0.214351682,0.2133944239,0.1456914584,0.2151648293
65.743718593,0.2149319636,0.2139780709,0.1461641237,0.2157878457
65.7996231156,0.2155157373,0.2145657121,0.146639401,0.2164132881
65.8555276382,0.2161030074,0.2151573455,0.1471173027,0.2170411558
65.9114321608,0.2166937778,0.2157529684,0.1475978416,0.217671448
65.9673366834,0.2172880524,0.2163525779,0.1480810305,0.2183041641
66.023241206,0.217885835,0.2169561708,0.148566882,0.2189393036
66.0791457286,0.2184871292,0.2175637432,0.1490554091,0.2195768661
66.1350502513,0.2190919385,0.2181752911,0.1495466248,0.2202168513
66.1909547739,0.2197002662,0.21879081,0.1500405422,0.2208592591
66.2468592965,0.2203121158,0.2194102951,0.1505371743,0.2215040895
66.3027638191,0.2209274903,0.2200337414,0.1510365344,0.2221513425
66.3586683417,0.2215463928,0.2206611434,0.1515386359,0.2228010184
66.4145728643,0.2221688263,0.2212924952,0.1520434921,0.2234531174
66.4704773869,0.2227947936,0.221927791,0.1525511164,0.2241076401
66.5263819095,0.2234242975,0.2225670244,0.1530615226,0.2247645869
66.5822864322,0.2240573406,0.2232101888,0.1535747241,0.2254239588
66.6381909548,0.2246939254,0.2238572774,0.1540907348,0.2260857564
66.6940954774,0.2253340545,0.2245082833,0.1546095684,0.2267499808
66.75,0.2259777302,0.225163199,0.1551312389,0.227416633
66.8059045226,0.2266249548,0.2258220172,0.1556557603,0.2280857144
66.8618090452,0.2272757305,0.2264847302,0.1561831466,0.2287572263
66.9177135678,0.2279300593,0.2271513302,0.1567134121,0.2294311702
66.9736180905,0.2285879434,0.2278218092,0.1572465709,0.2301075479
67.0295226131,0.2292493846,0.228496159,0.1577826375,0.2307863609
67.0854271357,0.2299143848,0.2291743713,0.1583216262,0.2314676115
67.1413316583,0.230582946,0.2298564378,0.1588635516,0.2321513015
67.1972361809,0.2312550697,0.2305423499,0.1594084283,0.2328374333
